,Unnamed: 0.1,Unnamed: 0,reviews,new_reviews,Positive,Negative,Neutral,Compound,Sentiment
3273,3273,3273,"
Good
",good,1.0,0.0,0.0,0.4404,0
3274,3274,3274,"
Avoid to buy
",avoid buy,0.0,0.688,0.312,-0.296,1
3275,3275,3275,"
It's okk not bad
",okk bad,0.0,0.778,0.222,-0.5423,1
3276,3276,3276,"
Good
",good,1.0,0.0,0.0,0.4404,0
3277,3277,3277,"
Quality was average and very big bag, this not school bag
",quality average big bag school bag,0.0,0.0,1.0,0.0,0
3278,3278,3278,"
Bag is really too good for daily usersIts also good for traveling it has huge spaceOverall bag is worth it !!
",bag really good daily usersit also good travel huge spaceoverall bag worth,0.57,0.0,0.43,0.862,0
3279,3279,3279,"
Not to the mark
",mark,0.0,0.0,1.0,0.0,0
3280,3280,3280,"
Good bag for office goers.... Great and comfy bag
",good bag office goer great comfy bag,0.583,0.0,0.417,0.7906,0
3281,3281,3281,"
Not like bramded ones
",like bramded one,0.556,0.0,0.444,0.3612,0
3282,3282,3282,"
Good
",good,1.0,0.0,0.0,0.4404,0
3283,3283,3283,"
Good quality
",good quality,0.744,0.0,0.256,0.4404,0
3284,3284,3284,"
I love this bag.bag is very awesome good qualitygood stuff good looks good zip.this bags best for higher secondary education and collage boys
",love bagbag awesome good qualitygood stuff good look good zipthis bag well high secondary education collage boy,0.635,0.0,0.365,0.959,0
3285,3285,3285,"
Perfect
",perfect,1.0,0.0,0.0,0.5719,0
3286,3286,3286,"
White words are so dull, but product is gud
",white word dull product gud,0.0,0.403,0.597,-0.4019,1
3287,3287,3287,"
Good one , VFM  BUY ! waterproof 💯%
",good one vfm buy waterproof,0.42,0.0,0.58,0.4404,0
3288,3288,3288,"
I bought this bag one year ago. It's still OK.Love it.
",buy bag one year ago still oklove,0.0,0.0,1.0,0.0,0
3289,3289,3289,"
We wanted to get waranty..that's why!
",want get warantythat,0.394,0.0,0.606,0.0772,0
3290,3290,3290,"
Best.
",well,1.0,0.0,0.0,0.2732,0
3291,3291,3291,"
very good product, Light in weight good look.
",good product light weight good look,0.592,0.0,0.408,0.7003,0
3292,3292,3292,"
not worth the price
",worth price,0.655,0.0,0.345,0.2263,0
3293,3293,3293,"
Good and Stylish backpack.Spacious and perfect for college and school.Item delivered very quickly.
",good stylish backpackspacious perfect college schoolitem deliver quickly,0.524,0.0,0.476,0.765,0
3294,3294,3294,"
Best quality bag  in lowest price
",good quality bag low price,0.362,0.263,0.375,0.2023,0
3295,3295,3295,"
Nice
",nice,1.0,0.0,0.0,0.4215,0
3296,3296,3296,"
Quality too poor as compared to the price..the bag doesnt hv enough space n fabric too low.
",quality poor compare pricethe bag do not hv enough space n fabric low,0.0,0.342,0.658,-0.6369,1
3297,3297,3297,"
I just loved it.material is good and quality of bag is also very nice.i got bag within 3 4 days or within timelines of mentioned in amazon.great service and great product..
",love itmaterial good quality bag also nicei get bag within 3 4 day within timeline mention amazongreat service great product,0.427,0.0,0.573,0.9042,0
3298,3298,3298,"
Good
",good,1.0,0.0,0.0,0.4404,0
3299,3299,3299,"
Bag is so good..
",bag good,0.744,0.0,0.256,0.4404,0
3300,3300,3300,"
Good and super affordable in price nice purchase in Amazon thanks by Sneha
",good super affordable price nice purchase amazon thanks sneha,0.78,0.0,0.22,0.9217,0
3301,3301,3301,"
Super product from Amazon I like it so much and delivery has done correct time.
",super product amazon like much delivery do correct time,0.574,0.0,0.426,0.7964,0
3302,3302,3302,"
i buy this bag for 500INRBag condition is good 4.4/5
",buy bag 500inrbag condition good 445,0.367,0.0,0.633,0.4404,0
3303,3303,3303,"
Good
",good,1.0,0.0,0.0,0.4404,0
3304,3304,3304,"
Nice bag..
",nice bag,0.737,0.0,0.263,0.4215,0
3305,3305,3305,"
It is a nice ,light bag but it is not water resistant
",nice light bag water resistant,0.412,0.0,0.588,0.4215,0
3306,3306,3306,"
gud.but low quality product..
",gudbut low quality product,0.0,0.412,0.588,-0.2732,1
3307,3307,3307,"
just got the item.. Not yet used.  will update once on using it.
",get item yet use update use,0.0,0.0,1.0,0.0,0
3308,3308,3308,"
Same as it is I got
",get,0.0,0.0,1.0,0.0,0
3309,3309,3309,"
No handle provided...Only one compartment...and one accessory pocket...
",handle providedonly one compartmentand one accessory pocket,0.0,0.0,1.0,0.0,0
3310,3310,3310,"
good
",good,1.0,0.0,0.0,0.4404,0
3311,3311,3311,"
If you're looking for a comfortable and waterproof bag at a low price.. undoubtedly go for it... Its good..
",you re look comfortable waterproof bag low price undoubtedly go good,0.38,0.129,0.491,0.6249,0
3312,3312,3312,"
The quality is very averae dont really recommend it have returned it
",quality averae do not really recommend return,0.0,0.279,0.721,-0.3241,1
3313,3313,3313,"
Good
",good,1.0,0.0,0.0,0.4404,0
3314,3314,3314,"
Bad. So thin
",bad thin,0.0,0.778,0.222,-0.5423,1
3315,3315,3315,"
Nice product....i was purchase on jan-16 & till today I'm using it....without any problem...
",nice producti purchase jan16 till today I m use itwithout problem,0.224,0.216,0.56,0.0258,0
3316,3316,3316,"
SIZE IS TOO SMALL. QUALITY OF BAG NOT GOOD. IT GOT TEAR NEXT DAY ONLY.
",size small quality bag good get tear next day,0.266,0.0,0.734,0.4404,0
3317,3317,3317,"
Just good.
",good,1.0,0.0,0.0,0.4404,0
3318,3318,3318,"
Quality of this product is good enoughAlso it is  good at its design
",quality product good enoughalso good design,0.592,0.0,0.408,0.7003,0
3319,3319,3319,"
Good product.
",good product,0.744,0.0,0.256,0.4404,0
3320,3320,3320,"
Good product.
",good product,0.744,0.0,0.256,0.4404,0
3321,3321,3321,"
It's been a year ..and it's still good
",year still good,0.592,0.0,0.408,0.4404,0
3322,3322,3322,"
Good product but not for rough handling.
",good product rough handling,0.492,0.0,0.508,0.4404,0
3323,3323,3323,"
Very Bad quality .I dispoinment fro Amazon
",bad quality dispoinment fro amazon,0.207,0.427,0.366,-0.4215,1
3324,3324,3324,"
It was a bit small but it fits the books fir school uses it is worth the money.
",bit small fit book fir school use worth money,0.386,0.0,0.614,0.5267,0
3325,3325,3325,"
Waste of money
",waste money,0.0,0.737,0.263,-0.4215,1
3326,3326,3326,"
Width short
",width short,0.0,0.0,1.0,0.0,0
3327,3327,3327,"
Very light weight and comfortable.
",light weight comfortable,0.623,0.0,0.377,0.5106,0
3328,3328,3328,"
This is Karim begging put off many book in the bag and go to school no heavy vate
",karim beg put many book bag go school heavy vate,0.0,0.0,1.0,0.0,0
3329,3329,3329,"
Nice buld and good quality.
",nice buld good quality,0.74,0.0,0.26,0.6908,0
3330,3330,3330,"
stuff is not hard enough to last long... but still good item!
",stuff hard enough last long still good item,0.282,0.136,0.583,0.3612,0
3331,3331,3331,"
It's very nice
",nice,1.0,0.0,0.0,0.4215,0
3332,3332,3332,"
very nice bag
",nice bag,0.737,0.0,0.263,0.4215,0
3333,3333,3333,"
Just a school bag, light weight
",school bag light weight,0.0,0.0,1.0,0.0,0
3334,3334,3334,"
Ok
",ok,1.0,0.0,0.0,0.296,0
3335,3335,3335,"
quality is very goodbut it is not suitable for schools.....but quality is damn good.........
",quality goodbut suitable schoolsbut quality damn good,0.274,0.255,0.472,0.0516,0
3336,3336,3336,"
Good
",good,1.0,0.0,0.0,0.4404,0
3337,3337,3337,"
This Is The Ultimate item yr..  Amezing By Amezone
",ultimate item yr ameze amezone,0.0,0.0,1.0,0.0,0
3338,3338,3338,"
it is not sturdy n it has very less space
",sturdy n less space,0.0,0.0,1.0,0.0,0
3339,3339,3339,"
It is amazing product has worth for money 😃😊😋😉
",amazing product worth money,0.74,0.0,0.26,0.6908,0
3340,3340,3340,"
Good
",good,1.0,0.0,0.0,0.4404,0
3341,3341,3341,"
Not good quality.
",good quality,0.744,0.0,0.256,0.4404,0
3342,3342,3342,"
The bag is way smaller than i expected for a 30l capacity. Fit for kids of elementary school. Quality is good though.
",bag way small expect 30l capacity fit kid elementary school quality good though,0.329,0.0,0.671,0.6597,0
3343,3343,3343,"
Material -The cloth material is not that strongChains- Two chain is issue - ideally we expected three  .External - The write up is too good
",material cloth material strongchain two chain issue ideally expect three external write good,0.341,0.0,0.659,0.6908,0
3344,3344,3344,"
nice and ruff & tuff bag it is..
",nice ruff tuff bag,0.483,0.0,0.517,0.4215,0
3345,3345,3345,"
You can use it for travelling  but not with too much weight
",use travel much weight,0.0,0.0,1.0,0.0,0
3346,3346,3346,"
Nice bag
",nice bag,0.737,0.0,0.263,0.4215,0
3347,3347,3347,"
Good bag
",good bag,0.744,0.0,0.256,0.4404,0
3348,3348,3348,"
It's a nice bag and light weight most appropriate for traveling....thank u Amazon🤗🤗
",nice bag light weight appropriate travelingthank u amazon,0.474,0.0,0.526,0.5423,0
3349,3349,3349,"
Super for the priceOnly 2 per customerWant to buy more
",super priceonly 2 per customerwant buy,0.494,0.0,0.506,0.5994,0
3350,3350,3350,"
Good
",good,1.0,0.0,0.0,0.4404,0
3351,3351,3351,"
Good and spacious
",good spacious,0.744,0.0,0.256,0.4404,0
3352,3352,3352,"
Always Excellent Prodect
",always excellent prodect,0.649,0.0,0.351,0.5719,0
3353,3353,3353,"
Bag is not well as i expected.Its only showpiece.
",bag well expectedit showpiece,0.412,0.0,0.588,0.2732,0
3354,3354,3354,"
Awesome bag it zip quality is great the bag is attractive and has more space. Just go for it.
",awesome bag zip quality great bag attractive space go,0.649,0.0,0.351,0.9022,0
3355,3355,3355,"
Simple and sober❤️
",simple sober,0.0,0.0,1.0,0.0,0
3356,3356,3356,"
Like it original product
",like original product,0.828,0.0,0.172,0.5859,0
3357,3357,3357,"
Nice bag.. As shown in pic. 👍
",nice bag show pic,0.483,0.0,0.517,0.4215,0
3358,3358,3358,"
PRODUCT APPEARANCE IS NOT AS SHOWED IN THE PIC
",product appearance show pic,0.0,0.0,1.0,0.0,0
3359,3359,3359,"
Too Small
",small,0.0,0.0,1.0,0.0,0
3360,3360,3360,"
It is a good backpak for students. Go for it.
",good backpak student go,0.492,0.0,0.508,0.4404,0
3361,3361,3361,"
Nice
",nice,1.0,0.0,0.0,0.4215,0
3362,3362,3362,"
Good
",good,1.0,0.0,0.0,0.4404,0
3363,3363,3363,"
Okay
",okay,1.0,0.0,0.0,0.2263,0
3364,3364,3364,"
Okay
",okay,1.0,0.0,0.0,0.2263,0
3365,3365,3365,"
Good quality bag,Looking good,
",good quality baglooke good,0.744,0.0,0.256,0.7003,0
3366,3366,3366,"
They are delivering the promised good and reliable bag but found it little smaller than expected , overall it's good to be used regularly.
",deliver promise good reliable bag find little small expect overall good use regularly,0.448,0.0,0.552,0.7964,0
3367,3367,3367,"
I needed it for my 3rd grade son, but it is bigger than mentioned.
",need 3rd grade son big mention,0.0,0.0,1.0,0.0,0
3368,3368,3368,"
Good but expected to be some big
",good expect big,0.592,0.0,0.408,0.4404,0
3369,3369,3369,"
Very nice and beautiful. Quality material..Worth buying it..
",nice beautiful quality materialworth buying,0.691,0.0,0.309,0.7717,0
3370,3370,3370,"
best quality
",good quality,0.744,0.0,0.256,0.4404,0
3371,3371,3371,"
worth money
",worth money,0.655,0.0,0.345,0.2263,0
3372,3372,3372,"
It's awesome very reasonable price don't listen bad comments go for it...👍
",awesome reasonable price do not listen bad comment go,0.498,0.0,0.502,0.7876,0
3373,3373,3373,"
Good product.
",good product,0.744,0.0,0.256,0.4404,0
3374,3374,3374,"
Good.
",good,1.0,0.0,0.0,0.4404,0
3375,3375,3375,"
Average product. Decent for the money  you pay
",average product decent money pay,0.0,0.259,0.741,-0.1027,1
3376,3376,3376,"
Worst quality of bag
",bad quality bag,0.0,0.636,0.364,-0.5423,1
3377,3377,3377,"
Amazing product having sufficient storage and comfort and great style..... Thanks A lot
",amazing product sufficient storage comfort great style thank lot,0.721,0.0,0.279,0.9169,0
3378,3378,3378,"
I recommend every teen to buy it.It is cool stylish as well as durable. It is enough strong to carry heavy books too as it comes with base padding for enough strength.
",recommend every teen buy itit cool stylish well durable enough strong carry heavy book come base pad enough strength,0.489,0.0,0.511,0.9081,0
3379,3379,3379,"
a second compart in the middle may have made it more useful..satisfactory quality
",second compart middle may make usefulsatisfactory quality,0.0,0.0,1.0,0.0,0
3380,3380,3380,"
Nice and it is school bag for children
",nice school bag child,0.483,0.0,0.517,0.4215,0
3381,3381,3381,"
my daughter loves her bag. thanks
",daughter love bag thank,0.77,0.0,0.23,0.7717,0
3382,3382,3382,"
Nice bag
",nice bag,0.737,0.0,0.263,0.4215,0
3383,3383,3383,"
Good to buy, worth for money
",good buy worth money,0.706,0.0,0.294,0.5859,0
3384,3384,3384,"
Material of this product is so so. I personally did not like it so I sent it back
",material product personally like send back,0.333,0.0,0.667,0.3612,0
3385,3385,3385,"
not that good poor quality
",good poor quality,0.414,0.443,0.143,-0.0516,1
3386,3386,3386,"
Good
",good,1.0,0.0,0.0,0.4404,0
3387,3387,3387,"
Overall a gud product..kids liked it
",overall gud productkid like,0.455,0.0,0.545,0.3612,0
3388,3388,3388,"
Good quality
",good quality,0.744,0.0,0.256,0.4404,0
3389,3389,3389,"
good for age 14 and above
",good age 14,0.592,0.0,0.408,0.4404,0
3390,3390,3390,"
good
",good,1.0,0.0,0.0,0.4404,0
3391,3391,3391,"
Nice and fantastic
",nice fantastic,1.0,0.0,0.0,0.7506,0
3392,3392,3392,"
poooooor quality
",poooooor quality,0.0,0.0,1.0,0.0,0
3393,3393,3393,"
Light wt and acceptable quality
",light wt acceptable quality,0.434,0.0,0.566,0.3182,0
3394,3394,3394,"
Material used is not good.
",material use good,0.592,0.0,0.408,0.4404,0
3395,3395,3395,"
Excellent bag at this price I am satisfied
",excellent bag price satisfy,0.77,0.0,0.23,0.7717,0
3396,3396,3396,"
i like most i buy 2 pcs
",like buy 2 pc,0.556,0.0,0.444,0.3612,0
3397,3397,3397,"
Perfect as expected
",perfect expect,0.787,0.0,0.213,0.5719,0
3398,3398,3398,"
The bag is quite sturdy and spacious ,as you can see the quote is also very inspirational to look at for a good day's start
",bag quite sturdy spacious see quote also inspirational look good day start,0.383,0.0,0.617,0.7351,0
3399,3399,3399,"
Quality awesome
",quality awesome,0.804,0.0,0.196,0.6249,0
3400,3400,3400,"
easy to handle best bag with best price
",easy handle good bag good price,0.744,0.0,0.256,0.8271,0
3401,3401,3401,"
Ok product. At this price, bag is ok.
",ok product price bag ok,0.595,0.0,0.405,0.5267,0
3402,3402,3402,"
Awesome thanks Amazon
",awesome thank amazon,1.0,0.0,0.0,0.8074,0
3403,3403,3403,"
The bag is good and the printing should be better and worty for amount and comfort .
",bag good printing well worty amount comfort,0.652,0.0,0.348,0.7579,0
3404,3404,3404,"
bag size is too small, not for travelling purpose
",bag size small travel purpose,0.0,0.0,1.0,0.0,0
3405,3405,3405,"
Not satisfiedPoor print qualityAll the white colors just fades as a single drop of water get in touch
",satisfiedpoor print qualityall white color fade single drop water get touch,0.0,0.174,0.826,-0.2732,1
3406,3406,3406,"
daughter still uses it.
",daughter still use,0.0,0.0,1.0,0.0,0
3407,3407,3407,"
Premium quality
",premium quality,0.0,0.0,1.0,0.0,0
3408,3408,3408,"
Good n light weight
",good n light weight,0.592,0.0,0.408,0.4404,0
3409,3409,3409,"
It's good for regular use
",good regular use,0.592,0.0,0.408,0.4404,0
3410,3410,3410,"
Doesn't meet the expectations
",do not meet expectation,0.0,0.0,1.0,0.0,0
3411,3411,3411,"
The quality is not great !!
",quality great,0.804,0.0,0.196,0.6249,0
3412,3412,3412,"
Good
",good,1.0,0.0,0.0,0.4404,0
3413,3413,3413,"
Good.but
",goodbut,0.0,0.0,1.0,0.0,0
3414,3414,3414,"
Good
",good,1.0,0.0,0.0,0.4404,0
3415,3415,3415,"
This product quality is to good
",product quality good,0.592,0.0,0.408,0.4404,0
3416,3416,3416,"
Perfect bag for school college. Got it for 499 Rs.Satisfied with this bag nd has sufficient space.Thanks Amazon
",perfect bag school college get 499 rssatisfie bag nd sufficient spacethank amazon,0.351,0.0,0.649,0.6597,0
3417,3417,3417,"
Quite good ..affordable. meet my expectations.
",quite good affordable meet expectation,0.444,0.0,0.556,0.4927,0
3418,3418,3418,"
I love tha text... In tha bag.... Very motivated sentence....!!!
",love tha text tha bag motivated sentence,0.68,0.0,0.32,0.8176,0
3419,3419,3419,"
wrong info on page. not at all water resistant. fake product. vey low quality
",wrong info page water resistant fake product vey low quality,0.0,0.542,0.458,-0.8074,1
3420,3420,3420,"
Size smaller than expected overall ok product better not choose
",size small expect overall ok product well choose,0.417,0.0,0.583,0.5106,0
3421,3421,3421,"
Thanks to amazon for its quick service..bag is good but small in size..good for college students..only two pockets
",thank amazon quick servicebag good small sizegood college studentsonly two pocket,0.47,0.0,0.53,0.7269,0
3422,3422,3422,"
Fantastic product for girls
",fantastic product girl,0.643,0.0,0.357,0.5574,0
3423,3423,3423,"
quality can be made better..
",quality make well,0.512,0.0,0.488,0.2732,0
3424,3424,3424,"
GUD PRODUCT,,,, AS SHOWN IN THE PIC,,,
",gud product show pic,0.0,0.0,1.0,0.0,0
3425,3425,3425,"
product is good but printing is not that good! Its not bright white like this picture
",product good print good bright white like picture,0.737,0.0,0.263,0.8807,0
3426,3426,3426,"
Better Than Puma, Better Than Adidas & Better Than Nike. It's A Polestar Which Comes With A Best Tag Line!
",well puma well adida well nike polestar come good tag line,0.568,0.0,0.432,0.802,0
3427,3427,3427,"
All r watching my bag my 500rs is wearth thank u
",r watch bag 500rs wearth thank u,0.385,0.0,0.615,0.3612,0
3428,3428,3428,"
Fine quality according to price 499/-
",fine quality accord price 499,0.31,0.0,0.69,0.2023,0
3429,3429,3429,"
Gr8
",gr8,1.0,0.0,0.0,0.5719,0
3430,3430,3430,"
Nice in this budget .❤️❤️ Over all ok
",nice budget ok,0.833,0.0,0.167,0.6124,0
3431,3431,3431,"
Not so I expected. Very low space in front step and only two steps are another minus. Not worst.
",expect low space front step two step another minus bad,0.0,0.412,0.588,-0.6808,1
3432,3432,3432,"
Not so good
",good,1.0,0.0,0.0,0.4404,0
3433,3433,3433,"
Very good
",good,1.0,0.0,0.0,0.4404,0
3434,3434,3434,"
Nothing special to mention. Compared to its quality it is expensive
",nothing special mention compare quality expensive,0.0,0.311,0.689,-0.3089,1
3435,3435,3435,"
amazing product by amazon....in this price range.....this is a perfect bag.....dont think just purchase this.....im very satisfied
",amazing product amazonin price rangethis perfect bagdont think purchase thisim satisfy,0.568,0.0,0.432,0.8885,0
3436,3436,3436,"
It's good  and light weight
",good light weight,0.592,0.0,0.408,0.4404,0
3437,3437,3437,"
NOT GOOD
",good,1.0,0.0,0.0,0.4404,0
3438,3438,3438,"
Very nice materials
",nice material,0.737,0.0,0.263,0.4215,0
3439,3439,3439,"
Like
",like,1.0,0.0,0.0,0.3612,0
3440,3440,3440,"
West of money
",west money,0.0,0.0,1.0,0.0,0
3441,3441,3441,"
Nice bag
",nice bag,0.737,0.0,0.263,0.4215,0
3442,3442,3442,"
The bag is  in warranty period of 12 month but it's inner side has tear and where we kept bottle is also tear
",bag warranty period 12 month inner side tear keep bottle also tear,0.0,0.0,1.0,0.0,0
3443,3443,3443,"
Looks good
",look good,0.744,0.0,0.256,0.4404,0
3444,3444,3444,"
Recieved in good quality..  worthy buying
",recieve good quality worthy buying,0.659,0.0,0.341,0.7003,0
3445,3445,3445,"
Really superb...but it has only 2 zips & very easy to handle..looking too good also...anyway my hubby liked it to...
",really superbbut 2 zips easy handlelooking good alsoanyway hubby like,0.588,0.0,0.412,0.8207,0
3446,3446,3446,"
Seriously this is a worth buying product
",seriously worth buy product,0.339,0.304,0.357,0.0516,0
3447,3447,3447,"
8 months after buyI think it is best. Great product
",8 month buyi think good great product,0.636,0.0,0.364,0.7906,0
3448,3448,3448,"
Excellent build quality plus room in the bag is satisfying. Great buy for this price!
",excellent build quality plus room bag satisfy great buy price,0.607,0.0,0.393,0.8957,0
3449,3449,3449,"
Looks awesome.Worth every penny you spend on itMust BuyQuality is also excellent
",look awesomeworth every penny spend itmust buyquality also excellent,0.316,0.0,0.684,0.5719,0
3450,3450,3450,"
Quality is just ok
",quality ok,0.688,0.0,0.312,0.296,0
3451,3451,3451,"
bag fit and finish looks good but not tough. its not water resistant. tasted during rain. water pours in the bag like fish tank.
",bag fit finish look good tough water resistant taste rain water pour bag like fish tank,0.369,0.07,0.561,0.7506,0
3452,3452,3452,"
Good at this price
",good price,0.744,0.0,0.256,0.4404,0
3453,3453,3453,"
Super one
",super one,0.796,0.0,0.204,0.5994,0
3454,3454,3454,"
Product is too good
",product good,0.744,0.0,0.256,0.4404,0
3455,3455,3455,"
Good product at this price range
",good product price range,0.492,0.0,0.508,0.4404,0
3456,3456,3456,"
All I have to say is ..... Incredible!!!
",say incredible,0.0,0.0,1.0,0.0,0
3457,3457,3457,"
Waste of money
",waste money,0.0,0.737,0.263,-0.4215,1
3458,3458,3458,"
Good! Same as seen in pic. Light weight. Fabric is good! Value for money! No issues.
",good see pic light weight fabric good value money issue,0.539,0.0,0.461,0.802,0
3459,3459,3459,"
Nice product i like this
",nice product like,0.841,0.0,0.159,0.6486,0
3460,3460,3460,"
Good quality. Reasonable price.
",good quality reasonable price,0.492,0.0,0.508,0.4404,0
3461,3461,3461,"
Nice.  Good product
",nice good product,0.851,0.0,0.149,0.6908,0
3462,3462,3462,"
Its a nice bag and also fully water proof, material is also strong. But this is a medium size bag.
",nice bag also fully water proof material also strong medium size bag,0.379,0.0,0.621,0.7269,0
3463,3463,3463,"
Very good quality
",good quality,0.744,0.0,0.256,0.4404,0
3464,3464,3464,"
Very good material awesome look but a little bit small but no problem
",good material awesome look little bit small problem,0.485,0.169,0.346,0.6771,0
3465,3465,3465,"
There is a lot of space in bag but product quality is not good.
",lot space bag product quality good,0.367,0.0,0.633,0.4404,0
3466,3466,3466,"
Good
",good,1.0,0.0,0.0,0.4404,0
3467,3467,3467,"
Good
",good,1.0,0.0,0.0,0.4404,0
3468,3468,3468,"
Water resistant
",water resistant,0.0,0.0,1.0,0.0,0
3469,3469,3469,"
Size is small and there have no bottle holder
",size small bottle holder,0.0,0.0,1.0,0.0,0
3470,3470,3470,"
Good quality
",good quality,0.744,0.0,0.256,0.4404,0
3471,3471,3471,"
Poor quality..size is fine..but quality is not up to mark
",poor qualitysize finebut quality mark,0.0,0.437,0.563,-0.4767,1
3472,3472,3472,"
Nice bag and print quality is good.Compact .
",nice bag print quality goodcompact,0.412,0.0,0.588,0.4215,0
3473,3473,3473,"
Very good product in low price ..
",good product low price,0.414,0.3,0.286,0.2023,0
3474,3474,3474,"
Lokking nice..price worthy
",lokke niceprice worthy,0.592,0.0,0.408,0.4404,0
3475,3475,3475,"
Good quality i love it
",good quality love,0.877,0.0,0.123,0.7964,0
3476,3476,3476,"
Really happy with this bag.
",really happy bag,0.666,0.0,0.334,0.6115,0
3477,3477,3477,"
VERY NICE WORDINGS. QUALITY OK
",nice wording quality ok,0.714,0.0,0.286,0.6124,0
3478,3478,3478,"
average product
",average product,0.0,0.0,1.0,0.0,0
3479,3479,3479,"
Nice quality
",nice quality,0.737,0.0,0.263,0.4215,0
3480,3480,3480,"
Good quality bag
",good quality bag,0.592,0.0,0.408,0.4404,0
3481,3481,3481,"
Light weight bag best for travelling
",light weight bag well travel,0.344,0.0,0.656,0.2732,0
3482,3482,3482,"
Over all the bag is to good....the quality of the bag good... All college student can use the bag
",bag goodthe quality bag good college student use bag,0.266,0.0,0.734,0.4404,0
3483,3483,3483,"
Good product
",good product,0.744,0.0,0.256,0.4404,0
3484,3484,3484,"
very nice
",nice,1.0,0.0,0.0,0.4215,0
3485,3485,3485,"
The bag is ok, still if it would have another inside flap could be better to use in a more convenient way.
",bag ok still would another inside flap could well use convenient way,0.301,0.0,0.699,0.5106,0
3486,3486,3486,"
Considering the price it's worth it...
",consider price worth,0.487,0.0,0.513,0.2263,0
3487,3487,3487,"
Amazing bag
",amazing bag,0.792,0.0,0.208,0.5859,0
3488,3488,3488,"
Zips are not good but all or product is good
",zips good product good,0.744,0.0,0.256,0.7003,0
3489,3489,3489,"
Good and worth for money.
",good worth money,0.828,0.0,0.172,0.5859,0
3490,3490,3490,"
Met my expectations
",meet expectation,0.0,0.0,1.0,0.0,0
3491,3491,3491,"
It's perfect
",perfect,1.0,0.0,0.0,0.5719,0
3492,3492,3492,"
Not as expected, quality is not that great
",expect quality great,0.672,0.0,0.328,0.6249,0
3493,3493,3493,"
Colour fade
",colour fade,0.0,0.0,1.0,0.0,0
3494,3494,3494,"
Great bag in that price good worth buying
",great bag price good worth buy,0.748,0.0,0.252,0.836,0
3495,3495,3495,"
Good quality
",good quality,0.744,0.0,0.256,0.4404,0
3496,3496,3496,"
Good
",good,1.0,0.0,0.0,0.4404,0
3497,3497,3497,"
Superb quality, durable product, must buy
",superb quality durable product must buy,0.451,0.0,0.549,0.6249,0
3498,3498,3498,"
one hell of a cool bag this is
",one hell cool bag,0.258,0.517,0.225,-0.5106,1
3499,3499,3499,"
Nice bag
",nice bag,0.737,0.0,0.263,0.4215,0
3500,3500,3500,"
smaller than it appears
",small appear,0.0,0.0,1.0,0.0,0
3501,3501,3501,"
Satisfying product
",satisfy product,0.75,0.0,0.25,0.4588,0
3502,3502,3502,"
Nice
",nice,1.0,0.0,0.0,0.4215,0
3503,3503,3503,"
Good product
",good product,0.744,0.0,0.256,0.4404,0
3504,3504,3504,"
Nice materiel,quality is good,for use school and colleges,
",nice materielquality goodfor use school college,0.359,0.0,0.641,0.4215,0
3505,3505,3505,"
Shape is different.
",shape different,0.0,0.0,1.0,0.0,0
3506,3506,3506,"
Like
",like,1.0,0.0,0.0,0.3612,0
3507,3507,3507,"
love it ...great quality
",love great quality,0.892,0.0,0.108,0.8519,0
3508,3508,3508,"
Quality is not good.. not worthy for 499/-
",quality good worthy 499,0.744,0.0,0.256,0.7003,0
3509,3509,3509,"
Quiet good... you can get better bag from market at the same price...
",quiet good get well bag market price,0.5,0.0,0.5,0.6124,0
3510,3510,3510,"
Good enough
",good enough,0.744,0.0,0.256,0.4404,0
3511,3511,3511,"
Ok fine
",ok fine,1.0,0.0,0.0,0.4588,0
3512,3512,3512,"
I am not expect this much bag it's very comfortable and nice look thank you
",expect much bag comfortable nice look thank,0.683,0.0,0.317,0.8225,0
3514,3514,3514,"
As per price product is not worth for it
",per price product worth,0.388,0.0,0.612,0.2263,0
3515,3515,3515,"
Not suitable for college.. Just good for school going..
",suitable college good school go,0.42,0.0,0.58,0.4404,0
3516,3516,3516,"
Excellent bag
",excellent bag,0.787,0.0,0.213,0.5719,0
3517,3517,3517,"
Its  a small size not 31 lt
",small size 31 lt,0.0,0.0,1.0,0.0,0
3518,3518,3518,"
Good quality
",good quality,0.744,0.0,0.256,0.4404,0
3519,3519,3519,"
Nice at this price
",nice price,0.737,0.0,0.263,0.4215,0
3520,3520,3520,"
Wonderful bag at this price point
",wonderful bag price point,0.552,0.0,0.448,0.5719,0
3521,3521,3521,"
Excellent... Pink is a girls colour... Love the bag n quality n quick delivery
",excellent pink girl colour love bag n quality n quick delivery,0.53,0.0,0.47,0.836,0
3522,3522,3522,"
Bad quality
",bad quality,0.0,0.778,0.222,-0.5423,1
3523,3523,3523,"
Awesome bag
",awesome bag,0.804,0.0,0.196,0.6249,0
3524,3524,3524,"
Quality very poor
",quality poor,0.0,0.756,0.244,-0.4767,1
3525,3525,3525,"
Glad that i ordered this bag pack..its pretty,cool and also the quality is good as i expected!
",glad order bag packit prettycool also quality good expect,0.457,0.0,0.543,0.7096,0
3526,3526,3526,"
Zip is good.
",zip good,0.744,0.0,0.256,0.4404,0
3527,3527,3527,"
Quality is good
",quality good,0.744,0.0,0.256,0.4404,0
3528,3528,3528,"
1 built quality is average2 very less storage
",1 build quality average2 less storage,0.0,0.0,1.0,0.0,0
3529,3529,3529,"
Nice
",nice,1.0,0.0,0.0,0.4215,0
